image,width,height,left,top,right,bottom,question
https://toloka-cdn.azureedge.net/wsdmcup2023/000000044567.jpg,427,640,101,365,173,459,What is thrown?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000045770.jpg,500,373,43,126,225,316,Who's a person that rides and jumps everywhere?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000046636.jpg,640,429,322,208,506,403,What can carry food?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000047409.jpg,427,640,196,351,231,383,What do you use for wiping?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000047474.jpg,500,333,194,3,287,91,Where is the water coming from in the sink?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000049137.jpg,640,420,583,162,622,210,What is used to identify the time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000049525.jpg,640,499,87,223,591,487,What do we sit on in the park?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000050883.jpg,431,640,375,337,425,409,What is used as protection from the sun?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000051325.jpg,640,427,212,160,253,226,what is used by traffic department to control the traffic on roads?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000051730.jpg,270,640,110,507,151,604,What can you use to advertise something?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000052019.jpg,640,430,358,142,420,173,What do people use to protect the eyes from dust?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000052609.jpg,640,480,218,147,233,159,What tells you to stop your vehicle?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000052763.jpg,426,640,139,213,241,278,What does the child wear around his neck?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000054007.jpg,640,427,217,103,317,179,What can I wear in to my head to protect it from injury?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000054358.jpg,640,480,519,77,547,107,What do you look at when you're late?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000054427.jpg,612,612,327,414,409,612,What is used for skateboarding?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000054564.jpg,640,426,243,198,298,317,What do we use for skating?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000054607.jpg,640,427,11,7,188,207,What helps you navigate while driving?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000056002.jpg,640,480,535,48,638,193,What are the countries in the world?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000056089.jpg,640,480,159,0,334,173,What is used to illuminate a room?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000056477.jpg,640,378,185,36,283,72,What is used to play baseball?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000056906.jpg,640,480,341,177,371,192,What is used to point and click?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000057086.jpg,640,427,222,222,336,238,what is used to hit the ball?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000057184.jpg,359,640,17,389,29,427,What object can be used to import plants to tables?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000058008.jpg,640,480,217,12,488,258,What is said that it keeps a doctor away when eaten atleast once in a day
https://toloka-cdn.azureedge.net/wsdmcup2023/000000058305.jpg,431,640,221,298,289,374,what do we use to ride a horse?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000059360.jpg,640,427,97,106,579,317,What is used to travel privately?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000059542.jpg,640,427,329,128,376,172,What item do we wear in our hands to protect it from injury?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000059834.jpg,640,426,192,166,303,345,WHERE DO WE GET ON THE BUS?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000060064.jpg,640,427,421,64,438,153,What is used for hitting the ball?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000062203.jpg,375,500,221,84,263,120,What is used to dress on top of the head?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000063252.jpg,612,612,281,183,410,364,What barks a lot?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000063367.jpg,375,500,150,262,179,279,What is used when playing tennis?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000063600.jpg,612,612,459,546,519,579,What do you call a structure used as a place for someone to live in?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000063698.jpg,640,411,66,60,183,145,What thing do people use for switching channels in watching TVs?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000063728.jpg,640,480,552,59,640,167,What do we use to watch a movie?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000065971.jpg,640,480,2,317,321,479,What do we use to eat rice?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000069000.jpg,640,480,480,99,570,142,What do we walk with for protection?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000070535.jpg,640,480,281,378,390,439,What do people generally eat on birthdays ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000071943.jpg,640,426,371,123,398,173,Where can we drink the water from?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000072363.jpg,640,360,63,305,77,348,Who can control at the airport?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000073064.jpg,480,640,402,556,480,638,Where Should i throw this tissue?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000073104.jpg,640,427,547,0,558,98,What is put on various places to mark a border or a location?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000073609.jpg,480,640,267,368,330,560,Where can I see the active hours?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000073696.jpg,480,640,249,176,321,245,where can i see the time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000073992.jpg,500,400,91,295,179,341,What kind of shoes is made for sports?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000074099.jpg,640,426,255,304,299,378,What do you call a person who uses a bike?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000074675.jpg,640,480,234,222,264,242,What cows use to inhale oxygen?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000074689.jpg,640,480,271,0,412,232,What do we use to sail in water?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000075482.jpg,500,375,170,150,223,174,What is used for tracking the pets?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000075920.jpg,640,640,262,297,323,371,What can be used to shield our eyes from direct sunlight?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000076089.jpg,395,640,63,270,136,335,What is the little girl wearing on her head?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000077881.jpg,426,640,118,0,277,197,What do we use to provide light?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000080495.jpg,640,480,151,1,408,202,where is the fruit attached on the tree?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000081988.jpg,640,427,296,190,304,201,What do I wear to check time ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000082744.jpg,640,424,90,260,227,417,What is the weapon used for shooting?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000082925.jpg,640,427,271,160,284,175,What body part makes us see?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000082936.jpg,640,428,268,217,345,277,What can you eat at a pizzeria?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000083601.jpg,640,480,389,25,613,207,What do people watch for entertainment?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000084123.jpg,500,375,88,0,194,156,What gives information on the road?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000086486.jpg,425,640,332,212,354,240,What is used to pass information?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000086573.jpg,640,480,302,2,361,278,What do we drink on celebration?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000086909.jpg,640,480,212,130,498,231,What could I use to cover myself during the cold?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000087555.jpg,427,640,70,239,260,396,which animal has a long neck?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000087845.jpg,427,640,285,300,320,313,what do we use to identify a vehicle?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000089629.jpg,640,427,364,184,393,282,What is beer usually packaged in?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000089639.jpg,640,427,218,302,279,386,What can the child play with?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000090956.jpg,640,427,127,83,188,230,What can we use to mark our path in the snow?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000091286.jpg,640,480,403,228,425,255,What makes the room bright?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000091339.jpg,640,480,43,342,158,475,"What chemical liquid, for cleaning, if spilled on clothes, whitens them?"
https://toloka-cdn.azureedge.net/wsdmcup2023/000000091617.jpg,640,480,349,287,365,334,What can be used for storing liquid
https://toloka-cdn.azureedge.net/wsdmcup2023/000000091921.jpg,640,480,75,297,205,390,Who is resting?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000092143.jpg,640,519,39,163,112,214,What kills our hunger?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000093211.jpg,427,640,14,201,91,271,What can i wipe myself after visiting the bathroom?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000093541.jpg,640,425,294,246,322,271,What thing is used to ride the sea waves?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000093910.jpg,333,500,139,72,177,156,What do we stick to refrigerator?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000095565.jpg,500,375,415,188,500,303,What can he drink from?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000095833.jpg,640,427,97,201,253,298,Where does ivory come from?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000095967.jpg,640,576,128,410,179,506,What is the most dominant mammal species on the planet?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000097060.jpg,640,480,415,183,516,316,What can you use to know the time
https://toloka-cdn.azureedge.net/wsdmcup2023/000000097895.jpg,482,484,0,396,468,484,What is the divider between each side of the tennis court?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000098443.jpg,640,480,320,287,360,337,Where can time be read
https://toloka-cdn.azureedge.net/wsdmcup2023/000000098501.jpg,426,640,104,137,231,324,What tells you if it's safe to drive on?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000098549.jpg,640,480,247,178,343,345,What animal likes to lick itself?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000100215.jpg,500,375,243,5,271,62,What do kids enjoy playing with?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000100328.jpg,338,500,175,305,200,334,What do we use to watch the time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000101451.jpg,640,480,378,17,493,194,What is a domestic animal?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000101831.jpg,640,478,163,451,242,465,What do we use to travel on water?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000103158.jpg,640,414,121,190,182,318,What produces water?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000103822.jpg,425,640,277,270,298,290,What do you hit with a tennis racket?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000104085.jpg,640,426,271,0,344,289,What do we buy to drink and toast on New Year's Eve?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000104692.jpg,428,640,176,52,261,113,What do birds use to hold their prey?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000104759.jpg,427,640,187,153,223,265,What does a man tie in a suit
https://toloka-cdn.azureedge.net/wsdmcup2023/000000104777.jpg,480,640,203,122,252,211,What item do we use to call or text a person?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000104809.jpg,640,480,182,170,309,303,What is an object used in indicating time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000105538.jpg,640,480,379,257,413,310,What is a portable pocket sized telecommunication device?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000105606.jpg,480,640,146,352,203,423,Where do you throw trash ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000107254.jpg,426,640,172,107,261,135,What can a pet play with?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000108932.jpg,640,427,581,41,640,124,What is used to remove foodstuff stuck on the teeth?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000109157.jpg,640,371,350,121,538,237,What's used for fun and faster movement
https://toloka-cdn.azureedge.net/wsdmcup2023/000000110662.jpg,640,480,0,95,129,314,What is spiny and you can eat?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000111021.jpg,640,427,266,46,403,327,What requires it's mother protection?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000111967.jpg,432,288,369,14,390,31,What do we use to clearly see things?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000112554.jpg,640,427,61,144,498,314,What do we use to hit tennis ball during the game?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000112802.jpg,375,500,67,123,203,350,What is an item that you can put any type of liquid in and drink from?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000112952.jpg,640,480,191,130,638,358,which animal has trunk?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000113722.jpg,640,559,415,67,473,488,Where can I take a shower?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000114678.jpg,500,375,353,247,363,267,What can I use to open the door?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000115766.jpg,640,428,286,154,329,232,What we call those who surf the waves?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000115828.jpg,640,480,141,131,197,278,What brightens the room?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000116530.jpg,640,427,380,130,410,168,What symbolizes a country?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000118080.jpg,640,480,317,375,367,479,What is used to keep your dog from running away?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000118757.jpg,500,375,115,142,221,193,What we use to contol laptop
https://toloka-cdn.azureedge.net/wsdmcup2023/000000118881.jpg,640,427,319,62,362,81,What has many floors?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000119475.jpg,640,425,178,149,360,314,What can we use to hit the ball in baseball?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000120195.jpg,640,409,332,245,362,270,Which tool hits the ball in hockey?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000120285.jpg,640,425,404,119,518,208,Where can you watch the news?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000120366.jpg,320,240,184,159,239,209,What is used to slide?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000120952.jpg,640,427,398,166,421,202,What is used to see back images in the bus?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000121016.jpg,426,640,1,433,183,626,Where do we hold the pan from?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000121186.jpg,640,516,155,183,282,382,Who rides a motorcycle?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000121312.jpg,640,512,110,484,150,502,What can be used to travel by land?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000121349.jpg,480,640,286,204,302,218,What does a bat strike?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000121657.jpg,419,640,210,93,407,159,Which accesorize protects you from rain ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000122899.jpg,480,640,230,236,405,469,Who is the tallest animal ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000123099.jpg,425,640,95,286,322,533,What item is used to guide drivers on the road?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000123620.jpg,334,640,52,53,266,227,which animal eat grass?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000123655.jpg,640,296,289,168,334,190,Who can fly?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000124920.jpg,425,640,84,412,241,545,what do kids and young adults play with?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000125051.jpg,480,640,270,187,434,355,What is used to decorate the wall?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000126424.jpg,480,640,75,428,131,502,Where does firefighters attach their hose in the streets?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000126956.jpg,640,427,540,161,633,284,What helps you point and click?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000126961.jpg,427,640,233,461,286,517,What is used in playing?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000127323.jpg,640,480,239,34,373,131,Which item is used to control the flow of water?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000127789.jpg,640,427,384,238,401,289,What can i use to steer while skiing?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000128471.jpg,500,333,271,255,422,306,What item do we used to type on the computer?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000128570.jpg,640,428,226,105,348,193,What do you wear when you want to protect your head from sunlight?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000129623.jpg,500,400,220,269,343,351,Where can you carry your things?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000130888.jpg,640,288,93,131,122,166,What is used for surfing?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000130974.jpg,480,640,238,0,480,108,What implement do we use to eat meals?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000131735.jpg,640,480,239,342,374,449,what object do people ride from snowy hills?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000132043.jpg,480,640,254,11,477,176,What do we use to see our reflection on ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000132057.jpg,640,427,273,316,310,337,What soft sheet can i use to wipe my face?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000132622.jpg,640,512,334,308,400,371,What do we use in smelling?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000132672.jpg,640,427,296,227,395,244,What can you use to separate a portion of land?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000133265.jpg,640,427,354,386,398,426,What hardware device do you connect to a laptop or computer to control the cursor?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000133650.jpg,640,408,241,282,463,355,What dessert is used in celebrations?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000133848.jpg,640,360,337,122,497,197,What do we use to plow the soil?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000134467.jpg,500,333,412,152,477,184,What symbol can instruct me?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000135319.jpg,640,480,473,61,640,480,What is the object on the road that has a light to guide us if we can cross the road?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000135353.jpg,640,611,135,266,209,288,What can we play catch with?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000136052.jpg,640,427,573,275,619,365,What is used to drink water?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000136190.jpg,500,333,57,6,96,134,What do people in village use for cutting stuff?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000136235.jpg,640,424,207,335,282,421,What is the thing you use to prohibite something?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000137844.jpg,426,640,198,264,248,301,What can one use for riding sports?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000139096.jpg,640,428,245,335,561,377,What do you use to surf?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000139127.jpg,640,425,67,46,515,106,What do we use to travel on sea ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000139962.jpg,640,538,320,173,329,190,Where can I check the time?
