image,width,height,left,top,right,bottom,question
https://toloka-cdn.azureedge.net/wsdmcup2023/000000013106.jpg,375,500,267,306,287,329,"What accessory you can wear, but can also use to tell the time?"
https://toloka-cdn.azureedge.net/wsdmcup2023/000000014199.jpg,640,480,306,184,388,426,Where do firefighters draw water in case of a fire emergency?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000015090.jpg,640,427,239,181,470,245,Where can we know the road's name?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000016334.jpg,424,640,144,481,423,513,What can I use to cut the cake?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000016684.jpg,640,480,313,343,367,371,Which thing in the park can be used to sit down on it and have some rest?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000017269.jpg,500,326,5,244,118,316,What animal can bark?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000019155.jpg,612,612,331,69,351,114,What makes the refrigerator colder or warmer?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000019714.jpg,415,600,138,277,198,502,What is used to serve a tennis ball?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000021539.jpg,640,480,299,341,361,436,Where can I pour wine to serve a group of people?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000021796.jpg,640,507,353,169,369,187,What do we use to turn on the machine?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000022493.jpg,640,425,43,23,191,350,Where can we understand what a store sells?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000023433.jpg,640,427,232,88,396,416,What animal is a carnivore?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000024375.jpg,640,428,243,154,275,186,What can I use to ski?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000024594.jpg,500,375,396,190,439,226,Where do you place soap while taking a bath?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000024723.jpg,500,375,197,101,297,168,What can we wear to protect our heads?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000024794.jpg,500,490,221,366,238,385,What do we exchange on our wedding engagements?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000025038.jpg,640,383,0,286,273,381,What contains inflammables?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000025695.jpg,640,480,440,196,467,222,Where can we see informations?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000026133.jpg,428,640,288,82,344,197,Which equipment is used to play tennis?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000026511.jpg,640,480,284,51,550,207,What transportation can I use to fly in the sky?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000026518.jpg,640,427,270,236,333,307,What is a water sport with a special board?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000027286.jpg,640,427,274,234,460,423,Where can you seat?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000027387.jpg,640,480,85,314,140,394,What can I eat?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000027549.jpg,640,424,264,128,296,154,What is the girls favorite toy?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000029700.jpg,500,375,285,140,420,188,What do we use to eat this food?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000030409.jpg,640,480,250,152,303,225,What is used for decoring the walls?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000031414.jpg,640,480,161,119,455,409,What likes to hunt mouse?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000031588.jpg,640,480,142,200,373,332,What moves faster than a bicycle?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000031670.jpg,640,480,75,77,104,147,What can i apply on my skin?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000033068.jpg,507,640,190,93,318,131,What tells us where we are?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000033979.jpg,640,209,367,175,459,201,What do we drive to travel?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000034815.jpg,640,427,490,80,534,94,What is used to see the object clearly?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000034869.jpg,640,428,237,108,461,257,What is the brand of donut?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000036905.jpg,640,487,348,267,566,412,What animal has lots of meat?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000037291.jpg,640,480,47,196,322,263,Whats object help us to eat like put food in your month?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000037435.jpg,640,639,363,262,465,357,Where can you put the coin for the parkmeter?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000037519.jpg,640,427,293,14,425,94,What do you hit a tennis ball with?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000037924.jpg,640,481,429,99,545,218,What helps the people driving by to be informed of their surroundings?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000038902.jpg,640,426,617,77,632,127,What is used to control the traffic?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000039151.jpg,640,429,276,244,307,305,What is used to carry our groceries?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000039218.jpg,640,361,292,50,398,100,What can I use to serve a tennis ball?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000039787.jpg,500,333,233,78,257,95,What do we use to protect our heads from injury during games?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000040051.jpg,480,640,213,376,336,621,What is used for pooing and peeing?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000040082.jpg,480,640,319,363,344,385,What can be used to hold toilet paper?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000040225.jpg,640,429,6,32,57,131,What controls traffic?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000041341.jpg,640,416,540,249,554,262,What can roll?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000041753.jpg,640,427,251,187,299,263,What do you use to hold the liquid you drink?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000042585.jpg,640,358,81,258,142,319,What is a condiment that is used to make a dish salty?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000042810.jpg,640,428,332,175,338,211,What does we hit the ball with?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000042837.jpg,500,500,217,137,295,275,Who rides a surfboard?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000042867.jpg,500,315,400,186,420,217,What tick tocks?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000043394.jpg,640,424,515,342,536,393,What is used to protect the ankles?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000043748.jpg,500,375,188,166,222,331,What animal lives in the safari?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000043908.jpg,640,425,240,180,393,357,Where can someone use to urinate?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000044030.jpg,640,480,6,203,22,219,What can we hit in the game of tennis?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000044387.jpg,640,480,381,171,485,193,Which equipment do people use to hit the ball?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000044567.jpg,427,640,101,365,172,458,What is thrown?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000045770.jpg,500,373,43,125,225,315,Who's a person that rides and jumps everywhere?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000046636.jpg,640,429,322,207,506,404,What can carry food?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000047409.jpg,427,640,195,351,230,383,What do you use for wiping?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000047474.jpg,500,333,189,4,286,88,Where is the water coming from in the sink?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000049137.jpg,640,420,584,162,620,207,What is used to identify the time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000049525.jpg,640,499,86,224,593,489,What do we sit on in the park?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000050883.jpg,431,640,376,337,423,409,What is used as protection from the sun?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000051325.jpg,640,427,230,158,251,223,what is used by traffic department to control the traffic on roads?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000051730.jpg,270,640,108,506,152,603,What can you use to advertise something?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000052019.jpg,640,430,357,143,421,170,What do people use to protect the eyes from dust?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000052609.jpg,640,480,217,146,232,159,What tells you to stop your vehicle?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000052763.jpg,426,640,140,214,240,278,What does the child wear around his neck?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000054007.jpg,640,427,219,103,316,176,What can I wear in to my head to protect it from injury?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000054358.jpg,640,480,518,77,544,105,What do you look at when you're late?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000054427.jpg,612,612,326,414,412,609,What is used for skateboarding?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000054564.jpg,640,426,246,198,298,318,What do we use for skating?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000054607.jpg,640,427,10,4,188,205,What helps you navigate while driving?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000056002.jpg,640,480,534,48,635,189,What are the countries in the world?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000056089.jpg,640,480,156,0,317,190,What is used to illuminate a room?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000056477.jpg,640,378,244,63,252,74,What is used to play baseball?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000056906.jpg,640,480,340,177,371,191,What is used to point and click?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000057086.jpg,640,427,223,225,336,237,what is used to hit the ball?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000057184.jpg,359,640,6,354,30,426,What object can be used to import plants to tables?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000058008.jpg,640,480,215,10,486,257,What is said that it keeps a doctor away when eaten atleast once in a day
https://toloka-cdn.azureedge.net/wsdmcup2023/000000058305.jpg,431,640,224,314,283,355,what do we use to ride a horse?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000059360.jpg,640,427,570,151,639,286,What is used to travel privately?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000059542.jpg,640,427,335,132,378,169,What item do we wear in our hands to protect it from injury?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000059834.jpg,640,426,189,169,303,342,WHERE DO WE GET ON THE BUS?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000060064.jpg,640,427,420,63,437,152,What is used for hitting the ball?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000062203.jpg,375,500,221,84,264,120,What is used to dress on top of the head?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000063252.jpg,612,612,280,185,410,364,What barks a lot?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000063367.jpg,375,500,150,261,177,277,What is used when playing tennis?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000063600.jpg,612,612,457,545,518,581,What do you call a structure used as a place for someone to live in?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000063698.jpg,640,411,67,59,183,145,What thing do people use for switching channels in watching TVs?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000063728.jpg,640,480,552,59,639,152,What do we use to watch a movie?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000065971.jpg,640,480,1,317,323,479,What do we use to eat rice?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000069000.jpg,640,480,478,98,569,141,What do we walk with for protection?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000070535.jpg,640,480,280,380,392,435,What do people generally eat on birthdays ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000071943.jpg,640,426,370,122,396,171,Where can we drink the water from?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000072363.jpg,640,360,63,304,75,346,Who can control at the airport?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000073064.jpg,480,640,403,556,479,637,Where Should i throw this tissue?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000073104.jpg,640,427,546,0,555,98,What is put on various places to mark a border or a location?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000073609.jpg,480,640,266,372,332,561,Where can I see the active hours?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000073696.jpg,480,640,249,176,319,245,where can i see the time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000073992.jpg,500,400,90,306,176,336,What kind of shoes is made for sports?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000074099.jpg,640,426,254,304,303,388,What do you call a person who uses a bike?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000074675.jpg,640,480,233,220,264,241,What cows use to inhale oxygen?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000074689.jpg,640,480,270,0,411,232,What do we use to sail in water?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000075482.jpg,500,375,168,150,217,173,What is used for tracking the pets?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000075920.jpg,640,640,266,300,322,372,What can be used to shield our eyes from direct sunlight?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000076089.jpg,395,640,60,265,139,330,What is the little girl wearing on her head?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000077881.jpg,426,640,119,0,276,192,What do we use to provide light?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000080495.jpg,640,480,336,137,361,163,where is the fruit attached on the tree?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000081988.jpg,640,427,296,189,303,201,What do I wear to check time ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000082744.jpg,640,424,87,259,226,404,What is the weapon used for shooting?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000082925.jpg,640,427,269,157,283,173,What body part makes us see?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000082936.jpg,640,428,271,219,338,274,What can you eat at a pizzeria?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000083601.jpg,640,480,384,23,607,198,What do people watch for entertainment?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000084123.jpg,500,375,89,0,191,157,What gives information on the road?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000086486.jpg,425,640,332,213,353,240,What is used to pass information?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000086573.jpg,640,480,300,2,360,278,What do we drink on celebration?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000086909.jpg,640,480,211,131,496,229,What could I use to cover myself during the cold?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000087555.jpg,427,640,69,239,260,398,which animal has a long neck?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000087845.jpg,427,640,284,300,319,312,what do we use to identify a vehicle?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000089629.jpg,640,427,363,183,392,282,What is beer usually packaged in?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000089639.jpg,640,427,221,303,276,385,What can the child play with?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000090956.jpg,640,427,127,83,187,228,What can we use to mark our path in the snow?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000091286.jpg,640,480,404,227,425,252,What makes the room bright?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000091339.jpg,640,480,43,350,148,479,"What chemical liquid, for cleaning, if spilled on clothes, whitens them?"
https://toloka-cdn.azureedge.net/wsdmcup2023/000000091617.jpg,640,480,349,287,364,332,What can be used for storing liquid
https://toloka-cdn.azureedge.net/wsdmcup2023/000000091921.jpg,640,480,74,296,202,390,Who is resting?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000092143.jpg,640,519,38,163,110,213,What kills our hunger?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000093211.jpg,427,640,13,201,88,270,What can i wipe myself after visiting the bathroom?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000093541.jpg,640,425,295,245,321,269,What thing is used to ride the sea waves?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000093910.jpg,333,500,137,72,176,153,What do we stick to refrigerator?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000095565.jpg,500,375,414,188,499,301,What can he drink from?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000095833.jpg,640,427,92,192,244,299,Where does ivory come from?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000095967.jpg,640,576,128,411,177,499,What is the most dominant mammal species on the planet?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000097060.jpg,640,480,331,186,521,325,What can you use to know the time
https://toloka-cdn.azureedge.net/wsdmcup2023/000000097895.jpg,482,484,1,395,465,483,What is the divider between each side of the tennis court?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000098443.jpg,640,480,319,287,359,335,Where can time be read
https://toloka-cdn.azureedge.net/wsdmcup2023/000000098501.jpg,426,640,104,137,231,531,What tells you if it's safe to drive on?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000098549.jpg,640,480,246,177,343,344,What animal likes to lick itself?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000100215.jpg,500,375,243,4,271,62,What do kids enjoy playing with?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000100328.jpg,338,500,175,306,201,333,What do we use to watch the time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000101451.jpg,640,480,379,11,498,198,What is a domestic animal?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000101831.jpg,640,478,163,453,240,464,What do we use to travel on water?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000103158.jpg,640,414,123,189,182,320,What produces water?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000103822.jpg,425,640,276,270,297,290,What do you hit with a tennis racket?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000104085.jpg,640,426,268,0,345,293,What do we buy to drink and toast on New Year's Eve?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000104692.jpg,428,640,176,52,261,114,What do birds use to hold their prey?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000104759.jpg,427,640,190,151,221,253,What does a man tie in a suit
https://toloka-cdn.azureedge.net/wsdmcup2023/000000104777.jpg,480,640,201,122,251,209,What item do we use to call or text a person?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000104809.jpg,640,480,184,171,309,302,What is an object used in indicating time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000105538.jpg,640,480,380,257,412,310,What is a portable pocket sized telecommunication device?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000105606.jpg,480,640,145,352,203,421,Where do you throw trash ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000107254.jpg,426,640,175,107,254,133,What can a pet play with?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000108932.jpg,640,427,580,41,639,123,What is used to remove foodstuff stuck on the teeth?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000109157.jpg,640,371,349,121,536,229,What's used for fun and faster movement
https://toloka-cdn.azureedge.net/wsdmcup2023/000000110662.jpg,640,480,1,91,136,322,What is spiny and you can eat?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000111021.jpg,640,427,266,46,404,326,What requires it's mother protection?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000111967.jpg,432,288,369,13,391,30,What do we use to clearly see things?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000112554.jpg,640,427,61,144,498,313,What do we use to hit tennis ball during the game?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000112802.jpg,375,500,67,123,202,351,What is an item that you can put any type of liquid in and drink from?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000112952.jpg,640,480,196,124,636,371,which animal has trunk?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000113722.jpg,640,559,414,66,466,488,Where can I take a shower?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000114678.jpg,500,375,352,246,362,266,What can I use to open the door?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000115766.jpg,640,428,283,154,330,229,What we call those who surf the waves?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000115828.jpg,640,480,140,130,195,276,What brightens the room?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000116530.jpg,640,427,380,131,410,166,What symbolizes a country?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000118080.jpg,640,480,316,363,366,479,What is used to keep your dog from running away?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000118757.jpg,500,375,151,151,232,185,What we use to contol laptop
https://toloka-cdn.azureedge.net/wsdmcup2023/000000118881.jpg,640,427,319,60,374,81,What has many floors?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000119475.jpg,640,425,179,149,357,313,What can we use to hit the ball in baseball?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000120195.jpg,640,409,331,246,361,268,Which tool hits the ball in hockey?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000120285.jpg,640,425,403,118,517,208,Where can you watch the news?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000120366.jpg,320,240,181,160,237,209,What is used to slide?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000120952.jpg,640,427,398,131,422,200,What is used to see back images in the bus?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000121016.jpg,426,640,1,435,183,629,Where do we hold the pan from?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000121186.jpg,640,516,154,182,280,382,Who rides a motorcycle?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000121312.jpg,640,512,109,482,149,500,What can be used to travel by land?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000121349.jpg,480,640,286,204,302,215,What does a bat strike?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000121657.jpg,419,640,211,91,405,162,Which accesorize protects you from rain ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000122899.jpg,480,640,228,236,403,467,Who is the tallest animal ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000123099.jpg,425,640,99,292,320,533,What item is used to guide drivers on the road?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000123620.jpg,334,640,50,52,266,222,which animal eat grass?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000123655.jpg,640,296,288,167,334,189,Who can fly?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000124920.jpg,425,640,83,412,255,546,what do kids and young adults play with?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000125051.jpg,480,640,268,187,434,354,What is used to decorate the wall?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000126424.jpg,480,640,74,427,130,502,Where does firefighters attach their hose in the streets?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000126956.jpg,640,427,540,159,632,281,What helps you point and click?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000126961.jpg,427,640,231,462,284,517,What is used in playing?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000127323.jpg,640,480,239,34,372,130,Which item is used to control the flow of water?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000127789.jpg,640,427,383,238,400,288,What can i use to steer while skiing?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000128471.jpg,500,333,270,254,419,304,What item do we used to type on the computer?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000128570.jpg,640,428,224,102,348,194,What do you wear when you want to protect your head from sunlight?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000129623.jpg,500,400,220,268,344,351,Where can you carry your things?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000130888.jpg,640,288,95,127,122,170,What is used for surfing?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000130974.jpg,480,640,237,0,479,109,What implement do we use to eat meals?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000131735.jpg,640,480,238,342,372,447,what object do people ride from snowy hills?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000132043.jpg,480,640,253,12,474,176,What do we use to see our reflection on ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000132057.jpg,640,427,272,316,309,335,What soft sheet can i use to wipe my face?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000132622.jpg,640,512,335,309,398,365,What do we use in smelling?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000132672.jpg,640,427,300,227,395,242,What can you use to separate a portion of land?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000133265.jpg,640,427,353,386,396,425,What hardware device do you connect to a laptop or computer to control the cursor?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000133650.jpg,640,408,246,281,466,355,What dessert is used in celebrations?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000133848.jpg,640,360,335,120,498,198,What do we use to plow the soil?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000134467.jpg,500,333,413,150,465,183,What symbol can instruct me?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000135319.jpg,640,480,471,59,639,479,What is the object on the road that has a light to guide us if we can cross the road?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000135353.jpg,640,611,135,266,209,287,What can we play catch with?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000136052.jpg,640,427,568,274,619,363,What is used to drink water?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000136190.jpg,500,333,57,6,97,127,What do people in village use for cutting stuff?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000136235.jpg,640,424,210,334,282,423,What is the thing you use to prohibite something?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000137844.jpg,426,640,198,265,248,301,What can one use for riding sports?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000139096.jpg,640,428,248,334,563,380,What do you use to surf?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000139127.jpg,640,425,67,54,514,103,What do we use to travel on sea ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000139962.jpg,640,538,319,173,329,190,Where can I check the time?
